Time, ID, Lat, Lon, Alt, #WiFi networks, SSID1, MAC1, Frequncy1, Signal1, SSID2, MAC2, Frequncy2, Signal2, SSID3, MAC3, Frequncy3, Signal3, SSID4, MAC4, Frequncy4, Signal4, SSID5, MAC5, Frequncy5, Signal5, SSID6, MAC6, Frequncy6, Signal6, SSID7, MAC7, Frequncy7, Signal7, SSID8, MAC8, Frequncy8, Signal8, SSID9, MAC9, Frequncy9, Signal9, SSID10, MAC10, Frequncy10, Signal10, 
2017-11-02 07:52:08,model=LG-D855,32.18124162,34.90689276,78,5,TPLDAKL,10:be:f5:a8:5d:b4,3,-64,BezeqFree,5a:be:f5:a8:5d:b5,3,-65,HOTBOX-0E82,c0:ac:54:f7:b4:c4,11,-77,manovitz,b4:ee:b4:91:12:8b,11,-68,last2,c0:ff:d4:86:a1:f2,6,-86,
2017-11-02 07:52:09,model=LG-D855,32.18130053,34.90691031,77,4,DIRECT-b2-HP M477 LaserJet,da:0f:99:23:33:b2,6,-66,Metropoline,00:80:48:70:3b:5a,1,-61,askenazi2,00:12:2a:36:97:04,1,-76,,fa:8f:ca:8e:aa:d6,1,-79,
2017-11-02 07:52:16,model=LG-D855,32.18177006,34.9070571,78,8,galit,14:ae:db:56:6f:7d,1,-78,yarongoldman,00:cd:72:cf:19:aa,11,-81,JONJON_2.4,04:a1:51:c5:70:be,11,-81,Skylin,08:6a:0a:21:62:b3,11,-84,leegi1,a0:ab:1b:57:ee:a8,8,-75,JONJON_5,04:a1:51:c5:70:bf,60,-87,HOTBOX-0E82,c0:ac:54:f7:b4:c4,11,-71,askenazi2,18:a6:f7:5e:ab:0e,1,-76,
2017-11-02 07:52:17,model=LG-D855,32.18184657,34.90708162,78,6,TAIRURU,14:ae:db:be:0a:9a,11,-83,TAIRURU_5,14:ae:db:be:0a:9d,48,-86,Kolikant,94:0c:6d:ee:95:ee,1,-74,shsoh,d8:5d:4c:ca:79:ca,1,-74,Miller,14:ae:db:32:33:f2,9,-79,pninahanan1,60:e3:27:a9:36:cc,13,-83,
2017-11-02 07:52:19,model=LG-D855,32.18199565,34.90712893,78,7,Orit,10:be:f5:3b:8f:32,11,-83,Kolikant,94:0c:6d:ee:95:ee,1,-65,HOTBOX-725E,18:a6:f7:b0:23:65,11,-82,zeev,c0:ac:54:f8:0e:2a,11,-85,Dangot_2EX,80:1f:02:eb:c3:70,8,-87,Tenda_053498,c8:3a:35:05:34:98,11,-80,GOLAN T,42502_862_3899679,0,-113,
2017-11-02 07:52:21,model=LG-D855,32.18213244,34.90718348,78,6,liran,00:11:6b:13:8f:dc,5,-75,Yefet_2.4,14:ae:db:a3:d5:ca,11,-68,HOTFiber-D796,7c:b7:33:a1:9e:39,13,-77,TPLDAKL,18:d6:c7:fb:12:65,3,-78,pninahanan1,60:e3:27:a9:36:cc,13,-77,58797804,14:ae:db:b3:ae:c5,11,-80,
2017-11-02 07:52:24,model=LG-D855,32.18228211,34.90723466,79,3,TPLDAKL,10:be:f5:a8:5d:b4,3,-63,BezeqFree,5a:be:f5:a8:5d:b5,3,-63,58797804,14:ae:db:b3:ae:c5,11,-72,
2017-11-02 07:52:25,model=LG-D855,32.18232879,34.90725148,79,2,Metropoline,00:80:48:70:3b:5a,1,-82,era1,f0:7d:68:73:fb:fe,6,-79,
2017-11-02 07:52:27,model=LG-D855,32.18243373,34.90728324,79,2,DIRECT-66-HP DeskJet 3830 series,40:b0:34:60:27:67,11,-81,AV_AT,7c:b7:33:be:e1:24,11,-86,
2017-11-02 07:52:29,model=LG-D855,32.18253787,34.90731567,80,2,Proyecto_2.4,04:a1:51:c9:ba:42,11,-82,AZON,00:78:9e:fa:e6:71,11,-84,
2017-11-02 07:52:32,model=LG-D855,32.1827143,34.90737946,80,4,BE126-0cd66c_5GExt,d0:0e:d9:0c:d6:6c,40,-86,BE126-0cd66d_2GExt,d0:0e:d9:0c:d6:6d,10,-82,Proyecto_5,04:a1:51:c9:ba:43,60,-88,Krispilm_5,90:8d:78:52:1d:33,48,-89,
2017-11-02 07:52:34,model=LG-D855,32.18281467,34.90741201,81,6,Krispilm,90:8d:78:52:1d:34,1,-81,BE126-df0696,64:d9:54:df:06:96,40,-86,Krispilm_2GExt,d0:0e:d9:15:b7:3b,1,-82,BE126-df0697,64:d9:54:df:06:97,10,-83,Luba_2.4GHz,ec:08:6b:a0:d9:bb,1,-83,Aviva,c0:4a:00:fe:12:ec,6,-85,
2017-11-02 07:52:35,model=LG-D855,32.18284178,34.90741955,81,2,Krispilm_2GExt,d0:0e:d9:15:b7:3b,1,-75,Krispilm_5GExt,d0:0e:d9:15:b7:3a,36,-87,
2017-11-02 07:52:42,model=LG-D855,32.18292477,34.90744455,81,1,Onim,c0:ff:d4:81:b1:85,6,-85,
2017-11-02 07:52:44,model=LG-D855,32.18299987,34.90746647,81,2,Yamen Oly,30:b5:c2:e1:f7:08,3,-76,GOLAN T,42502_862_3899679,0,-113,
2017-11-02 07:52:47,model=LG-D855,32.18317639,34.90752311,81,2,HADAD,b4:ee:b4:a8:59:13,1,-80,Hadad2,e8:94:f6:87:6d:3e,1,-83,
2017-11-02 07:52:50,model=LG-D855,32.1834225,34.90760646,80,2,Yamen Oly,30:b5:c2:e1:f7:08,3,-71,urida,70:62:b8:32:b3:bb,9,-79,
2017-11-02 07:52:52,model=LG-D855,32.18361907,34.90767078,80,5,Proyecto_2.4,04:a1:51:c9:ba:42,11,-83,AZON,00:78:9e:fa:e6:71,11,-83,urida,70:62:b8:32:b3:bb,9,-68,urida_5,70:62:b8:32:b3:bc,48,-82,Mapalem,80:1f:02:9a:7e:00,6,-79,
2017-11-02 07:52:54,model=LG-D855,32.18379651,34.90772801,80,2,Krispilm_5,90:8d:78:52:1d:33,48,-87,Yamen Oly,30:b5:c2:e1:f7:08,3,-60,
2017-11-02 07:52:56,model=LG-D855,32.18395114,34.90778081,80,5,Krispilm,90:8d:78:52:1d:34,1,-83,HOTBOX-6244,08:6a:0a:21:62:4a,1,-74,Miki,c4:a8:1d:12:65:37,6,-79,HOTBOX-6244,40:65:a3:2b:8a:e0,1,-81,,00:24:51:07:f5:70,12,-83,
2017-11-02 07:52:58,model=LG-D855,32.18407179,34.90781376,80,1,GOLAN T,42502_862_3899679,0,-113,
2017-11-02 07:53:02,model=LG-D855,32.18418869,34.9078463,82,1,shany0777551470,f8:e9:03:10:74:3d,6,-84,
2017-11-02 07:53:06,model=LG-D855,32.18426028,34.90786451,82,2,,00:24:51:07:f5:70,12,-78,OzLetmura,74:da:38:19:31:18,9,-85,
2017-11-02 07:53:08,model=LG-D855,32.18428988,34.9078865,82,1,REMOTE35nbdn,00:1d:c9:07:2f:dd,3,-87,
2017-11-02 07:53:14,model=LG-D855,32.18421573,34.90819486,82,7,OzLetmura,74:da:38:19:31:18,9,-78,REMOTE35nbdn,00:1d:c9:07:2f:dd,3,-79,zanani,14:ae:db:54:2a:ad,5,-74,HOTBOX,7c:03:4c:fe:f5:a5,1,-76,DIRECT-99-HP DeskJet 4670 series,f4:30:b9:22:05:9a,6,-80,Galili_School,2c:6b:f5:fc:bb:20,6,-80,Bezeq_WiFi,e4:6f:13:71:4c:46,1,-84,
2017-11-02 07:53:16,model=LG-D855,32.18419547,34.90835771,82,5,HOTBOX,b0:b2:8f:3d:d8:53,1,-75,DIRECT-11-HP DeskJet 3830 series,30:e1:71:08:d6:12,6,-78,azar,74:da:38:6d:78:78,11,-82,wi fi katsanalson,b0:c6:9a:4e:c3:a0,11,-87,zanani_EXT,e8:94:f6:d3:c3:4d,5,-87,
2017-11-02 07:53:18,model=LG-D855,32.1841551,34.9085099,82,4,REMOTE35nbdn,00:1d:c9:07:2f:dd,3,-74,HOTBOX,7c:03:4c:fe:f5:a5,1,-65,HOTBOX,b0:b2:8f:3d:d8:53,1,-67,Lior,f8:ab:05:f1:bb:4f,1,-77,
2017-11-02 07:53:20,model=LG-D855,32.18411786,34.90863191,82,8,REMOTE35nbdn,00:1d:c9:07:2f:dd,3,-66,DIRECT-99-HP DeskJet 4670 series,f4:30:b9:22:05:9a,6,-74,DIRECT-11-HP DeskJet 3830 series,30:e1:71:08:d6:12,6,-73,azar,74:da:38:6d:78:78,11,-77,wi fi katsanalson,b0:c6:9a:4e:c3:a0,11,-80,DIRECT-D1-HP DeskJet 4670 series,70:5a:0f:b2:6b:d2,6,-79,DIRECT-95-HP M452 LaserJet,62:6d:c7:9f:b7:95,6,-80,Bezeq-N_34de9f,e8:cc:18:ec:35:8b,6,-72,
2017-11-02 07:53:22,model=LG-D855,32.18408723,34.90871033,82,5,OzLetmura,74:da:38:19:31:18,9,-73,DIRECT-11-HP DeskJet 3830 series,30:e1:71:08:d6:12,6,-68,Lior,f8:ab:05:f1:bb:4f,1,-71,DIRECT-D1-HP DeskJet 4670 series,70:5a:0f:b2:6b:d2,6,-74,Lior,d8:fb:5e:17:49:4f,1,-76,
2017-11-02 07:53:26,model=LG-D855,32.18409643,34.90874504,80,1,DIRECT-95-HP M452 LaserJet,62:6d:c7:9f:b7:95,6,-75,
2017-11-02 07:53:33,model=LG-D855,32.1840943,34.90876692,81,1,Bezeq_WiFi,e4:6f:13:71:4c:46,1,-78,
2017-11-02 07:53:35,model=LG-D855,32.18408895,34.90881426,82,1,GOLAN T,42502_862_3899679,0,-113,
2017-11-02 07:53:39,model=LG-D855,32.18407702,34.90888823,83,1,,00:24:51:07:f5:70,12,-78,
2017-11-02 07:53:53,model=LG-D855,32.18399829,34.90925665,86,2,HOTBOX-F78F_2EX,80:1f:02:de:d4:ae,13,-75,HOTBOX-F78F,7c:b7:33:2c:f7:95,13,-85,
2017-11-02 07:53:57,model=LG-D855,32.18389904,34.90964739,89,6,azar,74:da:38:6d:78:78,11,-85,wi fi katsanalson,b0:c6:9a:4e:c3:a0,11,-81,Bezeq-N_34de9f,e8:cc:18:ec:35:8b,6,-76,Nachum,c0:ac:54:f7:a7:34,13,-78,WaterB1V,00:14:06:31:48:42,8,-84,OSCAR,9c:d6:43:27:10:0d,6,-85,
2017-11-02 07:53:59,model=LG-D855,32.1838444,34.90988806,90,9,WaterB1V,00:14:06:31:48:42,8,-70,OSCAR,9c:d6:43:27:10:0d,6,-80,CityB0,00:14:06:11:48:42,5,-67,WaterB0V,00:14:06:11:48:41,5,-68,CityB1,00:14:06:31:48:41,8,-68,CityB1V,00:14:06:31:48:40,8,-75,CityB0V,00:14:06:11:48:40,5,-75,herz,00:1f:1f:b6:0d:04,11,-78,LIbrary,80:1f:02:19:93:78,3,-80,
2017-11-02 07:54:01,model=LG-D855,32.18380173,34.91011021,86,10,,00:24:51:07:f5:70,12,-84,WaterB1V,00:14:06:31:48:42,8,-63,WaterB0V,00:14:06:11:48:41,5,-63,CityB1,00:14:06:31:48:41,8,-61,CityB1V,00:14:06:31:48:40,8,-62,CityB0V,00:14:06:11:48:40,5,-64,LIbrary,80:1f:02:19:93:78,3,-69,hartsog WI-FI,10:0e:7e:79:28:e0,1,-81,Askarov,e8:74:e6:fd:4b:91,6,-81,KAYO-MSI_Network,d8:5d:4c:d9:ad:e4,5,-85,
2017-11-02 07:54:03,model=LG-D855,32.18376261,34.91030613,88,5,HOTBOX-F78F_2EX,80:1f:02:de:d4:ae,13,-75,HOTBOX-F78F,7c:b7:33:2c:f7:95,13,-82,yuval,a0:4f:d4:3a:cd:81,1,-81,HOTFiber-romia,54:64:d9:5f:98:3f,1,-81,HOTBOX-BEA,c4:6e:1f:bd:ae:75,11,-85,
2017-11-02 07:54:06,model=LG-D855,32.18371432,34.91050462,91,7,herz,00:1f:1f:b6:0d:04,11,-72,hartsog WI-FI,10:0e:7e:79:28:e0,1,-73,KAYO-MSI_Network,d8:5d:4c:d9:ad:e4,5,-77,HOTBOX-BEA,c4:6e:1f:bd:ae:75,11,-80,Abe,7c:03:4c:ba:76:bf,1,-82,Starcraft,14:ae:db:44:5a:dd,4,-85,HOTBOX-788E,e8:d1:1b:72:78:94,1,-87,
2017-11-02 07:54:07,model=LG-D855,32.18369779,34.91054217,91,1,Starcraft,14:ae:db:44:5a:dd,4,-76,
2017-11-02 07:54:09,model=LG-D855,32.18369384,34.91055125,92,2,HOTFiber-70FA,f4:6b:ef:dd:8b:17,1,-79,DIRECT-74-HP DeskJet 3830 series,fc:3f:db:a0:85:9b,1,-80,
2017-11-02 07:54:12,model=LG-D855,32.18368401,34.9105859,92,3,HOTFiber-romia,54:64:d9:5f:98:3f,1,-75,HOTFiber-romia,d0:84:b0:ff:d7:43,1,-84,BETTY53,d0:0e:d9:5e:de:7f,8,-84,
2017-11-02 07:54:14,model=LG-D855,32.18366714,34.91063699,91,3,Shalev,04:8d:38:d9:c5:f8,3,-79,ASAF10,c8:d3:a3:20:98:b1,11,-85,DIRECT-18-HP OfficeJet Pro 6960,98:e7:f4:b5:60:1a,13,-86,
2017-11-02 07:54:16,model=LG-D855,32.18361121,34.91069013,91,3,yuval,a0:4f:d4:3a:cd:81,1,-75,HOTBOX-788E,e8:d1:1b:72:78:94,1,-82,Shalev,04:8d:38:d9:c5:f8,3,-72,
2017-11-02 07:54:19,model=LG-D855,32.18342359,34.91065021,91,5,Shalev,04:8d:38:d9:c5:f8,3,-66,SHAFIR,14:ae:db:55:b8:c5,1,-77,sagi,e8:d1:1b:45:a2:b0,10,-79,sagi,a0:8e:78:81:13:36,10,-81,sagi,a0:8e:78:7d:01:9b,10,-82,
2017-11-02 07:54:22,model=LG-D855,32.18327786,34.91059294,91,1,SPIVAK,74:ea:3a:fb:4d:50,13,-85,
2017-11-02 07:54:23,model=LG-D855,32.18322675,34.91057895,89,1,varda,74:88:8b:ff:54:f8,1,-78,
2017-11-02 07:54:25,model=LG-D855,32.18307191,34.91053204,89,6,SPIVAK,74:ea:3a:fb:4d:50,13,-75,HP-Print-93-Officejet Pro 6830,8c:dc:d4:e6:6e:93,6,-82,maly,a0:ab:1b:61:25:22,9,-83,nagar,4c:60:de:26:73:8a,11,-83,Hashalom1,00:21:27:fb:d6:26,9,-85,DIRECT-7F-HP OfficeJet Pro 6960,98:e7:f4:b5:c7:80,11,-86,
2017-11-02 07:54:28,model=LG-D855,32.18284433,34.91045005,88,5,CityB0,00:14:06:11:48:42,5,-76,DIRECT-7F-HP OfficeJet Pro 6960,98:e7:f4:b5:c7:80,11,-76,BezeqFree,62:6f:13:70:07:3d,2,-77,Gamliel30,c0:ac:54:f9:0b:81,11,-88,GOLAN T,42502_862_3899679,0,-113,
2017-11-02 07:54:30,model=LG-D855,32.18269057,34.91040019,87,9,WaterB1V,00:14:06:31:48:42,8,-70,WaterB0V,00:14:06:11:48:41,5,-76,CityB1,00:14:06:31:48:41,8,-82,CityB1V,00:14:06:31:48:40,8,-71,CityB0V,00:14:06:11:48:40,5,-75,LIbrary,80:1f:02:19:93:78,3,-78,hartsog WI-FI,10:0e:7e:79:28:e0,1,-77,maly,a0:ab:1b:61:25:22,9,-69,Kidron,e4:6f:13:70:07:3c,2,-74,
2017-11-02 07:54:32,model=LG-D855,32.18257183,34.91033776,85,10,CityB1,00:14:06:31:48:41,8,-77,HP-Print-93-Officejet Pro 6830,8c:dc:d4:e6:6e:93,6,-76,maly,a0:ab:1b:61:25:22,9,-60,Hashalom1,00:21:27:fb:d6:26,9,-79,BezeqFree,62:6f:13:70:07:3d,2,-69,Kidron,e4:6f:13:70:07:3c,2,-69,eitana,10:be:f5:3e:05:d2,9,-79,david zanani,a0:ab:1b:5e:e5:32,11,-81,BezeqFree,5a:be:f5:3e:05:d3,9,-81,S&M,00:18:4d:85:e5:f4,11,-79,
2017-11-02 07:54:34,model=LG-D855,32.18247955,34.910307,85,3,ar_gash_2.4,3c:1e:04:08:fb:4d,13,-83,WIFI IN CAR,00:90:4c:00:88:1f,6,-74,A_2.4,3c:1e:04:08:fb:32,1,-79,
2017-11-02 07:54:36,model=LG-D855,32.18243738,34.91030531,84,3,BezeqFree,5a:be:f5:3e:05:d3,9,-75,S&M,00:18:4d:85:e5:f4,11,-74,BezeqNGN_006716_2.4GHz_1,70:62:b8:32:ad:c1,1,-82,
2017-11-02 07:54:38,model=LG-D855,32.1823433,34.91027871,82,4,Shalev,04:8d:38:d9:c5:f8,3,-77,Carmel,00:1f:1f:78:39:c8,6,-83,NAOMI052,6c:19:8f:4a:6e:15,6,-84,Lussi,80:1f:02:62:39:b6,11,-85,
2017-11-02 07:54:40,model=LG-D855,32.18220326,34.91024711,81,3,Carmel,00:1f:1f:78:39:c8,6,-75,GIL-extender,50:c7:bf:7a:97:57,4,-81,BezeqNGN_006716_5GHz_1,70:62:b8:32:ad:c2,60,-88,
2017-11-02 07:54:42,model=LG-D855,32.1820328,34.91021615,79,5,BezeqNGN_006716_2.4GHz_1,70:62:b8:32:ad:c1,1,-77,ArielWifi2,14:ae:db:3c:fa:f2,11,-81,Nargila,e4:6f:13:6f:b9:3a,3,-82,harony_2EX,74:da:38:94:e5:64,11,-83,harony,9c:d3:6d:96:fe:a6,11,-85,
2017-11-02 07:54:43,model=LG-D855,32.18193648,34.91019018,80,3,Lucy,00:1f:1f:f5:e3:92,11,-80,SADYA,f4:f2:6d:57:24:de,1,-85,Bezeq Free 96FEA6,62:d3:6d:96:fe:a7,11,-80,
2017-11-02 07:54:45,model=LG-D855,32.18174088,34.91012062,79,4,HP-Print-32-Officejet Pro 6830,64:51:06:ba:b0:32,1,-83,pa-ahro,c8:be:19:12:a7:aa,6,-86,Bezeq_dbbf7e,00:22:b0:db:bf:81,6,-84,GOLAN T,42502_862_3899679,0,-113,
2017-11-02 07:54:48,model=LG-D855,32.18145051,34.91002291,77,8,maly,a0:ab:1b:61:25:22,9,-79,Hashalom1,00:21:27:fb:d6:26,9,-76,ar_gash_2.4,3c:1e:04:08:fb:4d,13,-84,david zanani,a0:ab:1b:5e:e5:32,11,-81,A_2.4,3c:1e:04:08:fb:32,1,-84,Bezeq_dbbf7e,00:22:b0:db:bf:81,6,-77,kafri,00:78:9e:fa:47:c8,11,-80,ArielWifi2_5,14:ae:db:3c:fa:f5,48,-88,
2017-11-02 07:54:50,model=LG-D855,32.18128155,34.90996329,79,4,S&M,00:18:4d:85:e5:f4,11,-73,Lussi,80:1f:02:62:39:b6,11,-84,kafri,00:78:9e:fa:47:c8,11,-72,serena,14:ae:db:3d:de:d2,2,-80,
2017-11-02 07:54:52,model=LG-D855,32.1811767,34.90993141,77,10,Hashalom1,00:21:27:fb:d6:26,9,-68,serena,14:ae:db:3d:de:d2,2,-72,DIRECT-4F-HP OfficeJet 3830,30:e1:71:08:05:50,11,-72,serena5,14:ae:db:3d:de:d5,48,-77,DIRECT-BF-HP OfficeJet 6950,98:e7:f4:b6:b6:c0,6,-75,NetMeUp,bc:f6:85:cd:84:c9,8,-76,orras17,10:be:f5:38:57:d6,9,-80,Gutman,e0:ce:c3:19:62:b6,1,-81,WL-330NUL-Private-1358,38:2c:4a:48:13:58,9,-81,Gateway,00:0d:f0:3e:85:96,11,-81,
2017-11-02 07:54:54,model=LG-D855,32.18107299,34.90990031,78,6,DIRECT-BF-HP OfficeJet 6950,98:e7:f4:b6:b6:c0,6,-70,Hash1-main,60:e3:27:d9:f2:c5,6,-77,spider,8c:59:c3:e8:5a:e6,11,-79,sade 5,c4:04:15:65:c5:76,60,-82,Bezeq_WiFi,14:ae:db:57:73:cd,1,-78,Bezeq Free CA42FB,62:37:73:e5:e8:b8,11,-83,
2017-11-02 07:54:56,model=LG-D855,32.18096418,34.90984512,77,10,ArielWifi2,14:ae:db:3c:fa:f2,11,-79,harony_2EX,74:da:38:94:e5:64,11,-79,NetMeUp,bc:f6:85:cd:84:c9,8,-61,Gutman,e0:ce:c3:19:62:b6,1,-76,NetMeUp_5,bc:f6:85:cd:84:ca,56,-73,DIRECT-f7-HP M277 LaserJet,62:6d:c7:27:db:f7,1,-76,SJDG8888,b0:48:7a:a1:46:56,9,-80,m100,00:11:6b:29:c7:b0,11,-80,manor,14:ae:db:53:21:4d,11,-82,Eden,9c:d3:6d:96:fe:56,11,-86,
2017-11-02 07:54:58,model=LG-D855,32.18084803,34.90979276,76,7,SADYA,f4:f2:6d:57:24:de,1,-83,shakshuka,50:c7:bf:62:a0:02,1,-75,ashram,10:be:f5:3a:7e:f8,4,-79,dani,6c:2e:85:fe:e9:af,11,-82,orange,00:21:04:8d:54:72,6,-83,niv,d4:d1:84:fe:f4:01,11,-85,YossiTheboss,d0:0f:6d:f0:c2:d9,12,-86,
2017-11-02 07:55:00,model=LG-D855,32.18072002,34.90977186,75,9,HP-Print-32-Officejet Pro 6830,64:51:06:ba:b0:32,1,-79,orange,00:21:04:8d:54:72,6,-75,niv,d4:d1:84:fe:f4:01,11,-79,elinorlevy28,c8:d3:a3:20:83:71,1,-82,niv_plus,f0:b4:29:f0:43:33,11,-82,oats,00:1c:10:1c:91:76,6,-85,tz_ext,cc:b2:55:de:91:e0,13,-87,Bezeq,00:1b:9e:72:e9:f8,6,-77,GOLAN T,42502_862_3899679,0,-113,
2017-11-02 07:55:02,model=LG-D855,32.18055986,34.90972139,75,7,oats,00:1c:10:1c:91:76,6,-77,madda,00:26:5a:02:35:b6,6,-75,berniegreen_2.4,c0:a0:bb:cb:9d:74,11,-76,yuvkor,14:ae:db:56:5b:b5,6,-77,4G_UFI-C1C,6c:07:d9:33:ac:1c,2,-78,mor alkin,08:6a:0a:21:60:bb,1,-78,BezeqFree,06:ae:db:53:21:4d,11,-84,
2017-11-02 07:55:04,model=LG-D855,32.18039217,34.90966185,75,6,niv_plus,f0:b4:29:f0:43:33,11,-62,madda,00:26:5a:02:35:b6,6,-68,Zvi.H,e8:de:27:7a:ac:3a,1,-76,MS,6c:19:8f:47:1f:54,6,-76,NIPPON_5884,08:97:58:33:32:12,1,-78,Bezeq Free 471F53,62:19:8f:47:1f:55,6,-77,
2017-11-02 07:55:06,model=LG-D855,32.18020651,34.90960496,74,2,kafri,00:78:9e:fa:47:c8,11,-77,HOTBOX-9D2B,a4:08:f5:25:86:1e,1,-84,
2017-11-02 07:55:08,model=LG-D855,32.18002767,34.90955088,74,6,Hashalom1,00:21:27:fb:d6:26,9,-70,orras17,10:be:f5:38:57:d6,9,-81,Bezeq Free CA42FB,62:37:73:e5:e8:b8,11,-82,Zvi.H,e8:de:27:7a:ac:3a,1,-71,NIPPON_5884,08:97:58:33:32:12,1,-72,DIRECT-73-HP DeskJet 3830 series,dc:4a:3e:c6:cc:e3,6,-81,
2017-11-02 07:55:10,model=LG-D855,32.17985251,34.90949739,75,10,NetMeUp,bc:f6:85:cd:84:c9,8,-75,Gutman,e0:ce:c3:19:62:b6,1,-78,SJDG8888,b0:48:7a:a1:46:56,9,-81,m100,00:11:6b:29:c7:b0,11,-77,Bezeq Free 471F53,62:19:8f:47:1f:55,6,-72,SariGreenberg,74:da:38:98:2d:20,6,-73,SariGreenberg,c0:ac:54:f5:a1:d0,6,-79,Shair,14:ae:db:58:07:55,1,-80,DAP-1360,10:62:eb:7b:f6:24,13,-85,TALI,7c:b7:33:2c:01:76,11,-85,
2017-11-02 07:55:12,model=LG-D855,32.17971088,34.90945179,75,8,orange,00:21:04:8d:54:72,6,-75,niv,d4:d1:84:fe:f4:01,11,-75,elinorlevy28,c8:d3:a3:20:83:71,1,-79,NIPPON_5884,08:97:58:33:32:12,1,-64,DAP-1360,10:62:eb:7b:f6:24,13,-76,micasa,74:88:8b:fe:3d:b8,6,-72,perry,c0:ac:54:f7:7c:aa,6,-81,GOLAN T,42502_862_3899679,0,-113,
2017-11-02 07:55:14,model=LG-D855,32.17957481,34.90940599,74,3,IRAN,a0:ab:1b:63:75:d4,4,-71,BE126-c58f4e_5GExt,64:d9:54:c5:8e:12,44,-88,menahem,c8:be:19:0f:6c:45,6,-76,
2017-11-02 07:55:16,model=LG-D855,32.17943777,34.90937927,73,3,berniegreen_2.4,c0:a0:bb:cb:9d:74,11,-82,punch,10:fe:ed:3e:a4:8c,5,-76,DIRECT-BB-HP OfficeJet Pro 6960,ec:8e:b5:97:36:bd,9,-80,
2017-11-02 07:55:18,model=LG-D855,32.17929462,34.90934473,71,8,madda,00:26:5a:02:35:b6,6,-85,MS,6c:19:8f:47:1f:54,6,-76,shimshon,10:be:f5:3a:3d:c6,8,-77,BezeqFree,5a:be:f5:3a:3d:c7,8,-77,raichel,d0:0f:6d:81:b0:3b,9,-80,Avigdor,10:be:f5:37:22:a8,9,-80,Yosef_home,c4:12:f5:81:91:f8,11,-84,Tamara_2,48:ee:0c:3e:1e:4f,11,-85,
2017-11-02 07:55:20,model=LG-D855,32.1791454,34.9092991,71,3,HOTFiber-8754,f8:ab:05:3f:ed:51,1,-78,BezeqFree,52:12:f5:81:91:f9,11,-79,HOTFiber-8754,f8:ab:05:3f:ed:7d,1,-84,
2017-11-02 07:55:22,model=LG-D855,32.17899637,34.90923858,69,7,Rubi55555,00:23:cd:16:9f:fc,12,-74,DIRECT-3C-HP OfficeJet Pro 6960,98:e7:f4:b9:9b:3d,11,-78,HOTBOX-06D2_EXT,f4:f2:6d:ca:8d:a3,13,-82,eli,c4:12:f5:f8:18:d0,5,-86,Viki,d8:fe:e3:02:a4:11,1,-87,sagie,c8:be:19:07:f7:d1,1,-76,Bezeq Free,52:be:19:07:f7:d2,1,-76,
2017-11-02 07:55:24,model=LG-D855,32.17883278,34.90917655,70,9,Shair,14:ae:db:58:07:55,1,-80,Yosef_home,c4:12:f5:81:91:f8,11,-78,HOTBOX-7882,d8:fb:5e:17:78:88,11,-79,BezeqFree,5a:be:f5:37:22:a9,9,-80,HOTFiber-8754,e0:ce:c3:f1:6b:9c,11,-81,HOTBOX-98C0,fc:b4:e6:d2:98:c6,5,-83,Yosef_home__5,c4:12:f5:81:91:f7,48,-89,Boris10,c8:3a:35:fa:65:99,11,-85,Bezeq_WiFi,c4:12:f5:f3:fa:ca,4,-85,
2017-11-02 07:55:26,model=LG-D855,32.17866484,34.90912404,69,9,NIPPON_5884,08:97:58:33:32:12,1,-77,micasa,74:88:8b:fe:3d:b8,6,-70,Tamara_2,48:ee:0c:3e:1e:4f,11,-79,HOTFiber-8754,f8:ab:05:3f:ed:51,1,-73,HOTBOX-98C0,fc:b4:e6:d2:98:c6,5,-75,Prawer,10:be:f5:3b:89:4c,9,-70,BezeqFree,6a:be:f5:3b:89:4d,9,-71,DIRECT-F7-HP DeskJet 4670 series,70:5a:0f:ab:d8:f8,6,-79,ozcohen_2.4,3c:1e:04:08:b3:dd,6,-79,
2017-11-02 07:55:28,model=LG-D855,32.17852365,34.90908761,68,9,HOTBOX-06D2_EXT,f4:f2:6d:ca:8d:a3,13,-77,HOTBOX-98C0,fc:b4:e6:d2:98:c6,5,-70,HOTBOX-A4BE,e0:ce:c3:1a:a4:c4,1,-73,HOTBOX-98C0,7c:26:64:ec:43:45,5,-75,mayariv,a0:04:60:43:21:86,9,-77,THE HILLS ,a0:ab:1b:57:c5:ea,6,-77,eyal,00:90:8f:7e:01:ac,9,-79,BezeqFree,06:ae:db:b0:c4:dd,6,-81,DIRECT-41-HP DeskJet 3830 series,dc:4a:3e:cf:7d:5a,9,-81,
2017-11-02 07:55:30,model=LG-D855,32.17839256,34.90905244,68,10,Tamara_2,48:ee:0c:3e:1e:4f,11,-72,Bezeq_WiFi,c4:12:f5:f3:fa:ca,4,-80,Rebeka,00:18:e7:fc:1c:6c,2,-67,BeneshFamily_24,74:da:38:97:6c:65,1,-73,Cellcom-wifi_5,10:5a:f7:03:c1:33,52,-79,Home,a0:4f:d4:2c:c2:21,1,-78,Shan1984,10:5a:f7:02:99:05,1,-78,shiran,84:26:15:ef:db:63,11,-79,Senator,14:ae:db:c2:35:b5,11,-80,frts11,c4:12:f5:fa:eb:3c,1,-80,
